pair	group_a	group_b	window	chrom	start	n_snps	n_windows	mean_window_fst	max_window_fst
K5_vs_K6	K5	K6	8:20700000	8	20700000	48	1	0.198535	0.198535
K5_vs_K6	K5	K6	9:2300000	9	2300000	56	1	0.248269	0.248269
K5_vs_K6	K5	K6	9:3050000	9	3050000	62	1	0.17797	0.17797
K5_vs_K6	K5	K6	11:500000	11	500000	33	1	0.178063	0.178063
K5_vs_K6	K5	K6	11:2500000	11	2500000	33	1	0.201599	0.201599
K5_vs_K6	K5	K6	11:2900000	11	2900000	37	1	0.195736	0.195736
K5_vs_K6	K5	K6	11:3250000	11	3250000	64	1	0.200299	0.200299
K5_vs_K6	K5	K6	11:3400000	11	3400000	46	1	0.198384	0.198384
K5_vs_K6	K5	K6	11:3750000	11	3750000	56	1	0.189948	0.189948
K5_vs_K6	K5	K6	11:4700000	11	4700000	62	1	0.188458	0.188458
K5_vs_K6	K5	K6	11:6600000	11	6600000	34	1	0.181693	0.181693
K5_vs_K6	K5	K6	11:8300000	11	8300000	26	1	0.178526	0.178526
K5_vs_K6	K5	K6	14:1400000	14	1400000	23	1	0.200705	0.200705
K5_vs_K6	K5	K6	14:2400000	14	2400000	59	1	0.180513	0.180513
K5_vs_K6	K5	K6	14:7450000	14	7450000	26	1	0.27184	0.27184
K5_vs_K6	K5	K6	14:17350000	14	17350000	63	1	0.183344	0.183344
K5_vs_K6	K5	K6	14:28800000	14	28800000	23	1	0.18707	0.18707
K5_vs_K6	K5	K6	14:30350000	14	30350000	38	1	0.196004	0.196004
K5_vs_K6	K5	K6	15:9400000	15	9400000	54	1	0.179959	0.179959
K5_vs_K6	K5	K6	15:18550000	15	18550000	40	1	0.180713	0.180713
K5_vs_K6	K5	K6	17:6500000	17	6500000	34	1	0.217594	0.217594
K5_vs_K6	K5	K6	17:6700000	17	6700000	21	1	0.221762	0.221762
K5_vs_K6	K5	K6	17:6900000	17	6900000	31	1	0.190275	0.190275
K5_vs_K6	K5	K6	17:7500000	17	7500000	39	1	0.204473	0.204473
K5_vs_K6	K5	K6	17:7950000	17	7950000	25	1	0.180656	0.180656
K5_vs_K6	K5	K6	17:8800000	17	8800000	34	1	0.218811	0.218811
K5_vs_K6	K5	K6	17:13000000	17	13000000	50	1	0.233271	0.233271
K5_vs_K6	K5	K6	18:5200000	18	5200000	39	1	0.177842	0.177842
K5_vs_K6	K5	K6	18:5350000	18	5350000	29	1	0.195776	0.195776
K5_vs_K6	K5	K6	18:8450000	18	8450000	34	1	0.176641	0.176641
K5_vs_K6	K5	K6	18:10000000	18	10000000	47	1	0.180966	0.180966
K5_vs_K7	K5	K7	1:1750000	1	1750000	49	1	0.22396	0.22396
K5_vs_K7	K5	K7	1:10900000	1	10900000	29	1	0.250103	0.250103
K5_vs_K7	K5	K7	1:11450000	1	11450000	20	1	0.25354	0.25354
K5_vs_K7	K5	K7	1:12450000	1	12450000	67	1	0.251755	0.251755
K5_vs_K7	K5	K7	1:12700000	1	12700000	46	1	0.266808	0.266808
K5_vs_K7	K5	K7	1:12900000	1	12900000	63	1	0.28714	0.28714
K5_vs_K7	K5	K7	2:4150000	2	4150000	32	1	0.253898	0.253898
K5_vs_K7	K5	K7	3:3550000	3	3550000	39	1	0.234198	0.234198
K5_vs_K7	K5	K7	4:1750000	4	1750000	42	1	0.235368	0.235368
K5_vs_K7	K5	K7	4:2200000	4	2200000	51	1	0.217607	0.217607
K5_vs_K7	K5	K7	4:2700000	4	2700000	45	1	0.225454	0.225454
K5_vs_K7	K5	K7	4:23600000	4	23600000	36	1	0.226228	0.226228
K5_vs_K7	K5	K7	5:20000000	5	20000000	79	1	0.223764	0.223764
K5_vs_K7	K5	K7	6:5000000	6	5000000	28	1	0.236556	0.236556
K5_vs_K7	K5	K7	6:16450000	6	16450000	67	1	0.218515	0.218515
K5_vs_K7	K5	K7	6:20000000	6	20000000	70	1	0.219572	0.219572
K5_vs_K7	K5	K7	7:2150000	7	2150000	44	1	0.223355	0.223355
K5_vs_K7	K5	K7	7:26200000	7	26200000	35	1	0.253609	0.253609
K5_vs_K7	K5	K7	7:26550000	7	26550000	62	1	0.222388	0.222388
K5_vs_K7	K5	K7	8:18150000	8	18150000	30	1	0.250392	0.250392
K5_vs_K7	K5	K7	8:18500000	8	18500000	22	1	0.235584	0.235584
K5_vs_K7	K5	K7	10:3050000	10	3050000	39	1	0.217977	0.217977
K5_vs_K7	K5	K7	11:2350000	11	2350000	28	1	0.218786	0.218786
K5_vs_K7	K5	K7	11:2900000	11	2900000	38	1	0.224723	0.224723
K5_vs_K7	K5	K7	11:4100000	11	4100000	40	1	0.221059	0.221059
K5_vs_K7	K5	K7	11:4250000	11	4250000	31	1	0.226962	0.226962
K5_vs_K7	K5	K7	11:4700000	11	4700000	62	1	0.225461	0.225461
K5_vs_K7	K5	K7	11:7950000	11	7950000	36	1	0.224551	0.224551
K5_vs_K7	K5	K7	12:9200000	12	9200000	47	1	0.244946	0.244946
K5_vs_K7	K5	K7	12:21350000	12	21350000	44	1	0.226026	0.226026
K5_vs_K7	K5	K7	13:27800000	13	27800000	22	1	0.237337	0.237337
K5_vs_K7	K5	K7	14:1200000	14	1200000	78	1	0.260702	0.260702
K5_vs_K7	K5	K7	14:1400000	14	1400000	23	1	0.218761	0.218761
K5_vs_K7	K5	K7	14:8300000	14	8300000	124	1	0.242872	0.242872
K5_vs_K7	K5	K7	14:17950000	14	17950000	97	1	0.247294	0.247294
K5_vs_K7	K5	K7	14:26950000	14	26950000	57	1	0.218453	0.218453
K5_vs_K7	K5	K7	17:8800000	17	8800000	34	1	0.304041	0.304041
K5_vs_K7	K5	K7	17:11150000	17	11150000	55	1	0.218492	0.218492
K5_vs_K7	K5	K7	17:13000000	17	13000000	52	1	0.284466	0.284466
K5_vs_K7	K5	K7	17:16250000	17	16250000	20	1	0.219934	0.219934
K5_vs_K7	K5	K7	17:17350000	17	17350000	46	1	0.252987	0.252987
K5_vs_K7	K5	K7	18:4900000	18	4900000	55	1	0.233518	0.233518
K5_vs_K7	K5	K7	18:5200000	18	5200000	33	1	0.275181	0.275181
K5_vs_K7	K5	K7	18:9850000	18	9850000	57	1	0.238108	0.238108
K5_vs_K7	K5	K7	18:10700000	18	10700000	40	1	0.217265	0.217265
K5_vs_K7	K5	K7	18:22700000	18	22700000	84	1	0.218589	0.218589
K5_vs_K7	K5	K7	19:550000	19	550000	25	1	0.228658	0.228658
K6_vs_K7	K6	K7	1:1000000	1	1000000	62	1	0.181977	0.181977
K6_vs_K7	K6	K7	1:2250000	1	2250000	40	1	0.202616	0.202616
K6_vs_K7	K6	K7	1:2750000	1	2750000	44	1	0.221554	0.221554
K6_vs_K7	K6	K7	1:5850000	1	5850000	51	1	0.207565	0.207565
K6_vs_K7	K6	K7	1:7350000	1	7350000	29	1	0.192555	0.192555
K6_vs_K7	K6	K7	1:7500000	1	7500000	39	1	0.22091	0.22091
K6_vs_K7	K6	K7	1:13450000	1	13450000	65	1	0.197208	0.197208
K6_vs_K7	K6	K7	1:14750000	1	14750000	54	1	0.200001	0.200001
K6_vs_K7	K6	K7	1:17150000	1	17150000	24	1	0.194365	0.194365
K6_vs_K7	K6	K7	1:18800000	1	18800000	55	1	0.215677	0.215677
K6_vs_K7	K6	K7	1:19100000	1	19100000	65	1	0.19149	0.19149
K6_vs_K7	K6	K7	1:19550000	1	19550000	65	1	0.195006	0.195006
K6_vs_K7	K6	K7	1:20200000	1	20200000	72	1	0.183019	0.183019
K6_vs_K7	K6	K7	2:2350000	2	2350000	40	1	0.195167	0.195167
K6_vs_K7	K6	K7	2:4300000	2	4300000	50	1	0.18909	0.18909
K6_vs_K7	K6	K7	2:4550000	2	4550000	28	1	0.209578	0.209578
K6_vs_K7	K6	K7	2:9050000	2	9050000	53	1	0.219588	0.219588
K6_vs_K7	K6	K7	2:16550000	2	16550000	57	1	0.182924	0.182924
K6_vs_K7	K6	K7	3:1800000	3	1800000	31	1	0.183082	0.183082
K6_vs_K7	K6	K7	4:150000	4	150000	34	1	0.1854	0.1854
K6_vs_K7	K6	K7	4:450000	4	450000	33	1	0.206244	0.206244
K6_vs_K7	K6	K7	4:1050000	4	1050000	48	1	0.184969	0.184969
K6_vs_K7	K6	K7	4:22800000	4	22800000	51	1	0.234624	0.234624
K6_vs_K7	K6	K7	4:22950000	4	22950000	76	1	0.213618	0.213618
K6_vs_K7	K6	K7	4:24500000	4	24500000	58	1	0.181168	0.181168
K6_vs_K7	K6	K7	5:22950000	5	22950000	62	1	0.209776	0.209776
K6_vs_K7	K6	K7	5:23600000	5	23600000	26	1	0.259226	0.259226
K6_vs_K7	K6	K7	5:24750000	5	24750000	85	1	0.186014	0.186014
K6_vs_K7	K6	K7	6:6500000	6	6500000	30	1	0.288985	0.288985
K6_vs_K7	K6	K7	6:11900000	6	11900000	50	1	0.186563	0.186563
K6_vs_K7	K6	K7	6:18050000	6	18050000	37	1	0.188285	0.188285
K6_vs_K7	K6	K7	7:1550000	7	1550000	51	1	0.188632	0.188632
K6_vs_K7	K6	K7	7:7200000	7	7200000	46	1	0.182361	0.182361
K6_vs_K7	K6	K7	8:8100000	8	8100000	40	1	0.199839	0.199839
K6_vs_K7	K6	K7	8:10150000	8	10150000	53	1	0.193345	0.193345
K6_vs_K7	K6	K7	8:10400000	8	10400000	52	1	0.185339	0.185339
K6_vs_K7	K6	K7	8:19150000	8	19150000	28	1	0.217125	0.217125
K6_vs_K7	K6	K7	8:19650000	8	19650000	30	1	0.182134	0.182134
K6_vs_K7	K6	K7	8:21500000	8	21500000	55	1	0.195253	0.195253
K6_vs_K7	K6	K7	8:22300000	8	22300000	21	1	0.191643	0.191643
K6_vs_K7	K6	K7	9:2300000	9	2300000	57	1	0.23309	0.23309
K6_vs_K7	K6	K7	9:3050000	9	3050000	64	1	0.190818	0.190818
K6_vs_K7	K6	K7	9:3300000	9	3300000	52	1	0.192837	0.192837
K6_vs_K7	K6	K7	10:1400000	10	1400000	21	1	0.192506	0.192506
K6_vs_K7	K6	K7	10:2500000	10	2500000	27	1	0.187007	0.187007
K6_vs_K7	K6	K7	11:5050000	11	5050000	85	1	0.181474	0.181474
K6_vs_K7	K6	K7	12:11100000	12	11100000	125	1	0.191203	0.191203
K6_vs_K7	K6	K7	12:12150000	12	12150000	60	1	0.210203	0.210203
K6_vs_K7	K6	K7	15:5200000	15	5200000	72	1	0.200004	0.200004
K6_vs_K7	K6	K7	16:1150000	16	1150000	57	1	0.191653	0.191653
K6_vs_K7	K6	K7	16:4250000	16	4250000	45	1	0.218846	0.218846
K6_vs_K7	K6	K7	16:18250000	16	18250000	55	1	0.189549	0.189549
K6_vs_K7	K6	K7	16:22400000	16	22400000	47	1	0.184291	0.184291
K6_vs_K7	K6	K7	17:6750000	17	6750000	27	1	0.191283	0.191283
K6_vs_K7	K6	K7	17:7300000	17	7300000	30	1	0.189538	0.189538
K6_vs_K7	K6	K7	17:8800000	17	8800000	30	1	0.193049	0.193049
K6_vs_K7	K6	K7	17:17350000	17	17350000	44	1	0.205747	0.205747
K6_vs_K7	K6	K7	18:6750000	18	6750000	56	1	0.185518	0.185518
K6_vs_K7	K6	K7	18:22700000	18	22700000	85	1	0.222582	0.222582
