window	n_pairs	pairs	chrom	start	max_fst	min_snps	kind
8:9250000	1	K2_vs_K6	8	9250000	0.184689	164	group-driven
8:9300000	1	K2_vs_K6	8	9300000	0.184689	164	group-driven
8:9400000	1	K2_vs_K6	8	9400000	0.184689	164	group-driven
10:1300000	1	K3_vs_K6	10	1300000	0.184478	51	group-driven
16:22400000	1	K6_vs_K7	16	22400000	0.184291	47	group-driven
1:2050000	1	K3_vs_K6	1	2050000	0.183731	50	group-driven
15:4350000	1	K3_vs_K6	15	4350000	0.183712	65	group-driven
3:1800000	1	K6_vs_K7	3	1800000	0.183082	31	group-driven
2:16550000	1	K6_vs_K7	2	16550000	0.182924	57	group-driven
1:22250000	1	K5_vs_K6	1	22250000	0.18262	31	group-driven
8:19650000	1	K6_vs_K7	8	19650000	0.182134	30	group-driven
6:4950000	1	K5_vs_K6	6	4950000	0.181987	57	group-driven
1:1000000	1	K6_vs_K7	1	1000000	0.181977	62	group-driven
11:6600000	1	K5_vs_K6	11	6600000	0.181693	34	group-driven
9:23000000	1	K4_vs_K6	9	23000000	0.181564	78	group-driven
17:7950000	1	K5_vs_K6	17	7950000	0.180656	25	group-driven
14:2400000	1	K5_vs_K6	14	2400000	0.180513	59	group-driven
15:9400000	1	K5_vs_K6	15	9400000	0.179959	54	group-driven
9:3350000	1	K2_vs_K6	9	3350000	0.179774	150	group-driven
12:2850000	1	K4_vs_K6	12	2850000	0.178662	51	group-driven
9:750000	1	K4_vs_K6	9	750000	0.177851	35	group-driven
1:18850000	1	K4_vs_K6	1	18850000	0.176834	188	group-driven
1:18900000	1	K4_vs_K6	1	18900000	0.176834	188	group-driven
8:9650000	1	K2_vs_K6	8	9650000	0.176529	49	group-driven
14:12950000	1	K4_vs_K6	14	12950000	0.175852	21	group-driven
18:13800000	1	K4_vs_K6	18	13800000	0.172699	90	group-driven
5:21350000	1	K4_vs_K6	5	21350000	0.172455	95	group-driven
17:9250000	1	K4_vs_K6	17	9250000	0.172388	147	group-driven
17:9300000	1	K4_vs_K6	17	9300000	0.172388	147	group-driven
17:9350000	1	K4_vs_K6	17	9350000	0.172388	147	group-driven
7:9900000	1	K2_vs_K6	7	9900000	0.172342	112	group-driven
7:9950000	1	K2_vs_K6	7	9950000	0.172342	112	group-driven
13:1650000	1	K2_vs_K6	13	1650000	0.171395	60	group-driven
9:18300000	1	K4_vs_K6	9	18300000	0.171064	121	group-driven
12:2450000	1	K4_vs_K6	12	2450000	0.170717	102	group-driven
10:19450000	1	K4_vs_K6	10	19450000	0.170402	164	group-driven
14:100000	1	K2_vs_K6	14	100000	0.169577	51	group-driven
3:2500000	1	K4_vs_K6	3	2500000	0.168742	79	group-driven
3:2550000	1	K4_vs_K6	3	2550000	0.168742	79	group-driven
1:12650000	1	K2_vs_K6	1	12650000	0.166068	231	group-driven
1:9900000	1	K4_vs_K6	1	9900000	0.165519	118	group-driven
1:9950000	1	K4_vs_K6	1	9950000	0.165519	118	group-driven
18:13950000	1	K4_vs_K6	18	13950000	0.164955	83	group-driven
12:4600000	1	K4_vs_K6	12	4600000	0.163089	48	group-driven
7:19050000	1	K2_vs_K6	7	19050000	0.162652	64	group-driven
12:3300000	1	K4_vs_K6	12	3300000	0.162489	178	group-driven
12:3350000	1	K4_vs_K6	12	3350000	0.162489	178	group-driven
12:3400000	1	K4_vs_K6	12	3400000	0.162489	178	group-driven
18:9750000	1	K4_vs_K6	18	9750000	0.161515	39	group-driven
6:18250000	1	K4_vs_K6	6	18250000	0.160748	100	group-driven
8:9950000	1	K4_vs_K6	8	9950000	0.160594	68	group-driven
7:16350000	1	K4_vs_K6	7	16350000	0.159752	84	group-driven
10:7400000	1	K4_vs_K6	10	7400000	0.159544	132	group-driven
10:7450000	1	K4_vs_K6	10	7450000	0.159544	132	group-driven
9:400000	1	K4_vs_K6	9	400000	0.15878	62	group-driven
18:13300000	1	K4_vs_K6	18	13300000	0.158657	53	group-driven
18:17000000	1	K4_vs_K6	18	17000000	0.15836	108	group-driven
9:4900000	1	K2_vs_K6	9	4900000	0.157789	20	group-driven
17:8450000	1	K4_vs_K6	17	8450000	0.15762	61	group-driven
3:5550000	1	K2_vs_K6	3	5550000	0.157353	45	group-driven
8:7950000	1	K2_vs_K6	8	7950000	0.157235	83	group-driven
9:5700000	1	K2_vs_K6	9	5700000	0.156955	79	group-driven
11:700000	1	K2_vs_K6	11	700000	0.156814	23	group-driven
11:1100000	1	K2_vs_K6	11	1100000	0.15671	30	group-driven
